account_name,survey_name,identifier,survey_id,account_id,survey_status,survey_status_name,survey_type,survey_type_name,inline_target_selector,survey_css,theme_id,theme,theme_css,survey_tags,survey_tag_agent
Pulse Demo Bieger,Cyberhill Partners - Experience Agent Demo,PI-81598442,7990,119,1,Live,0,Docked Widget,NULL,NULL,32,Light theme,,Agent,TRUE
